Name,Sex,Age,Height,Weight,Team,Year,Season,City,Sport,Medal
Kriss Kezie Uche Chukwu Duru Akabusi,M,25.0,185.0,81.0,Great Britain,1984,Summer,Los Angeles,Athletics,Silver
Kriss Kezie Uche Chukwu Duru Akabusi,M,33.0,185.0,81.0,Great Britain,1992,Summer,Barcelona,Athletics,Bronze
Kosei Akaishi,M,19.0,172.0,74.0,Japan,1984,Summer,Los Angeles,Wrestling,Silver
Kosei Akaishi,M,27.0,172.0,74.0,Japan,1992,Summer,Barcelona,Wrestling,Bronze
Yuichi Akasaka,M,24.0,169.0,64.0,Japan,1992,Winter,Albertville,Short Track Speed Skating,Bronze
Vehbi Akda,M,23.0,168.0,62.0,Turkey,1972,Summer,Munich,Wrestling,Silver
Michelle Anne Akers,F,30.0,178.0,68.0,United States,1996,Summer,Atlanta,Football,Gold
Taha Akgl,M,25.0,192.0,125.0,Turkey,2016,Summer,Rio de Janeiro,Wrestling,Gold
Yelena Rabigovna Akhaminova (-Sokolovskaya),F,18.0,181.0,80.0,Soviet Union,1980,Summer,Moskva,Volleyball,Gold
Albina Khamitovna Akhatova,F,21.0,160.0,55.0,Russia,1998,Winter,Nagano,Biathlon,Silver
Albina Khamitovna Akhatova,F,25.0,160.0,55.0,Russia,2002,Winter,Salt Lake City,Biathlon,Bronze
Albina Khamitovna Akhatova,F,29.0,160.0,55.0,Russia,2006,Winter,Torino,Biathlon,Bronze
Albina Khamitovna Akhatova,F,29.0,160.0,55.0,Russia,2006,Winter,Torino,Biathlon,Gold
Murodzhon Kakharovich Akhmadaliyev,M,21.0,165.0,56.0,Uzbekistan,2016,Summer,Rio de Janeiro,Boxing,Bronze
Artur Kamilevich Akhmatkhuzin,M,28.0,187.0,79.0,Russia,2016,Summer,Rio de Janeiro,Fencing,Gold
Bakhtiyar Shakhabutdinovich Akhmedov,M,21.0,190.0,120.0,Russia,2008,Summer,Beijing,Wrestling,Silver
Lyutvi Dzhiber Akhmedov,M,34.0,184.0,87.0,Bulgaria,1964,Summer,Tokyo,Wrestling,Silver
Leyla Begnyazovna Akhmerova,F,23.0,160.0,52.0,Soviet Union,1980,Summer,Moskva,Hockey,Bronze
Igor Vladimirovich Akhremchik,M,26.0,180.0,79.0,Soviet Union,1960,Summer,Roma,Rowing,Bronze
Gulraiz Akhtar,M,25.0,172.0,61.0,Pakistan,1968,Summer,Mexico City,Hockey,Gold
Naeem Akhtar,M,23.0,173.0,65.0,Pakistan,1984,Summer,Los Angeles,Hockey,Gold
John Akii-Bua,M,22.0,188.0,77.0,Uganda,1972,Summer,Munich,Athletics,Gold
Anatoly Ivanovich Akimov,M,24.0,181.0,84.0,Soviet Union,1972,Summer,Munich,Water Polo,Gold
Vladimir Ivanovich Akimov,M,27.0,184.0,80.0,Soviet Union,1980,Summer,Moskva,Water Polo,Gold
Morolake Akinosun,F,22.0,163.0,61.0,United States,2016,Summer,Rio de Janeiro,Athletics,Gold
Foluke Antinuke Akinradewo,F,24.0,191.0,79.0,United States,2012,Summer,London,Volleyball,Silver
Foluke Antinuke Akinradewo,F,28.0,191.0,79.0,United States,2016,Summer,Rio de Janeiro,Volleyball,Bronze
Khadzhimurat Magomedovich Akkayev,M,19.0,178.0,105.0,Russia,2004,Summer,Athina,Weightlifting,Silver
Khadzhimurat Magomedovich Akkayev,M,23.0,178.0,105.0,Russia,2008,Summer,Beijing,Weightlifting,Bronze
Marina Dazmirovna Akobiya,F,25.0,165.0,57.0,Russia,2000,Summer,Sydney,Water Polo,Bronze
Daniel Akpeyi,M,30.0,187.0,80.0,Nigeria,2016,Summer,Rio de Janeiro,Football,Bronze
Monica Aksamit,F,26.0,183.0,74.0,United States,2016,Summer,Rio de Janeiro,Fencing,Bronze
Liudmyla Vasylivna Aksenova (Shapovalova-),F,29.0,165.0,58.0,Soviet Union,1976,Summer,Montreal,Athletics,Bronze
Aleksandr Timofeyevich Aksinin,M,21.0,173.0,67.0,Soviet Union,1976,Summer,Montreal,Athletics,Bronze
Aleksandr Timofeyevich Aksinin,M,25.0,173.0,67.0,Soviet Union,1980,Summer,Moskva,Athletics,Gold
Nikolay Aleksandrovich Aksyonov,M,26.0,201.0,100.0,Russia,1996,Summer,Atlanta,Rowing,Bronze
Irina Anatolyevna Aksyonova,F,17.0,174.0,62.0,Soviet Union,1980,Summer,Moskva,Swimming,Bronze
Vladyslav Ivanovych Akymenko,M,23.0,192.0,88.0,Soviet Union,1976,Summer,Montreal,Sailing,Silver
Naser Al Shami,M,22.0,187.0,81.0,Syria,2004,Summer,Athina,Boxing,Bronze
Nasser Salih Nasser Abdullah Al-Attiya,M,41.0,178.0,82.0,Qatar,2012,Summer,London,Shooting,Bronze
Fehaid Al-Deehani,M,33.0,178.0,95.0,Kuwait,2000,Summer,Sydney,Shooting,Bronze
Fehaid Al-Deehani,M,45.0,178.0,95.0,Kuwait,2012,Summer,London,Shooting,Bronze
Fehaid Al-Deehani,M,49.0,178.0,95.0,Individual Olympic Athletes,2016,Summer,Rio de Janeiro,Shooting,Gold
Ramzy Al-Duhami,M,40.0,162.0,70.0,Saudi Arabia,2012,Summer,London,Equestrianism,Bronze
Khaled Al-Eid,M,31.0,175.0,57.0,Saudi Arabia,2000,Summer,Sydney,Equestrianism,Bronze
Abdul Rashid Al-Hasan,M,25.0,170.0,63.0,Pakistan,1984,Summer,Los Angeles,Hockey,Gold
Ahmed bin Hasher Al-Maktoum,M,40.0,175.0,67.0,United Arab Emirates,2004,Summer,Athina,Shooting,Gold
Abdullah Al-Rashidi,M,52.0,183.0,83.0,Individual Olympic Athletes,2016,Summer,Rio de Janeiro,Shooting,Bronze
Prince Abdullah Bin Moteb Al-Saud,M,27.0,178.0,69.0,Saudi Arabia,2012,Summer,London,Equestrianism,Bronze
Hadi Soua'an Al-Somaily Jaadan,M,23.0,191.0,72.0,Saudi Arabia,2000,Summer,Sydney,Athletics,Silver
Marina Alabau Neira,F,26.0,164.0,55.0,Spain,2012,Summer,London,Sailing,Gold
Armenak Alachachyan,M,33.0,176.0,74.0,Soviet Union,1964,Summer,Tokyo,Basketball,Silver
Arsen Shakhlamazovich Alakhverdiyev,M,23.0,154.0,52.0,Soviet Union,1972,Summer,Munich,Wrestling,Silver
Noor Alam,M,26.0,172.0,73.0,Pakistan,1956,Summer,Melbourne,Hockey,Silver
Noor Alam,M,30.0,172.0,73.0,Pakistan,1960,Summer,Roma,Hockey,Gold
Vladan Alanovi,M,25.0,190.0,81.0,Croatia,1992,Summer,Barcelona,Basketball,Silver
Mika Antero Alatalo,M,22.0,182.0,85.0,Finland,1994,Winter,Lillehammer,Ice Hockey,Bronze
Toimi Johannes Alatalo,M,30.0,174.0,67.0,Finland,1960,Winter,Squaw Valley,Cross Country Skiing,Gold
Fabio Albarelli,M,25.0,179.0,80.0,Italy,1968,Summer,Mexico City,Sailing,Bronze
Marco Albarello,M,31.0,187.0,84.0,Italy,1992,Winter,Albertville,Cross Country Skiing,Silver
Marco Albarello,M,33.0,187.0,84.0,Italy,1994,Winter,Lillehammer,Cross Country Skiing,Bronze
Marco Albarello,M,33.0,187.0,84.0,Italy,1994,Winter,Lillehammer,Cross Country Skiing,Gold
Marco Albarello,M,37.0,187.0,84.0,Italy,1998,Winter,Nagano,Cross Country Skiing,Silver
Ruslan Vladimirovich Albegov,M,24.0,192.0,156.0,Russia,2012,Summer,London,Weightlifting,Bronze
David Albelda Aliqus,M,23.0,182.0,75.0,Spain,2000,Summer,Sydney,Football,Silver
Reinhard Alber,M,20.0,184.0,75.0,West Germany,1984,Summer,Los Angeles,Cycling,Bronze
Alberto Alberani Samaritani,M,29.0,192.0,82.0,Italy,1976,Summer,Montreal,Water Polo,Silver
Flrin Albert,M,18.0,182.0,75.0,Hungary,1960,Summer,Roma,Football,Bronze
Nely Carla Alberto Francisca,F,29.0,179.0,90.0,Spain,2012,Summer,London,Handball,Bronze
Ebbe Gustav Bertil Albertsson (-Andersson),M,26.0,177.0,67.0,Sweden,1948,Summer,London,Athletics,Bronze
Abramo Albini,M,20.0,180.0,83.0,Italy,1968,Summer,Mexico City,Rowing,Bronze
Islam-Beka Said-Tsilimovich Albiyev,M,19.0,165.0,66.0,Russia,2008,Summer,Beijing,Wrestling,Gold
Sylvia Albrecht (-Heckendorf),F,17.0,165.0,57.0,East Germany,1980,Winter,Lake Placid,Speed Skating,Bronze
Brigitte Albrecht-Loretan,F,31.0,175.0,64.0,Switzerland,2002,Winter,Salt Lake City,Cross Country Skiing,Bronze
John Robert Albrechtson,M,39.0,181.0,67.0,Sweden,1976,Summer,Montreal,Sailing,Gold
"David Donald ""Dave"" Albritton",M,23.0,191.0,79.0,United States,1936,Summer,Berlin,Athletics,Silver
Anatoly Mikhaylovich Albul,M,24.0,181.0,87.0,Soviet Union,1960,Summer,Roma,Wrestling,Bronze
Aldair Nascimento dos Santos,M,30.0,183.0,76.0,Brazil,1996,Summer,Atlanta,Football,Bronze
Andrs Aldama Cabrera,M,20.0,183.0,63.0,Cuba,1976,Summer,Montreal,Boxing,Silver
Andrs Aldama Cabrera,M,24.0,183.0,63.0,Cuba,1980,Summer,Moskva,Boxing,Gold
"Frederick Pitt ""Fred"" Alderman",M,22.0,177.0,75.0,United States,1928,Summer,Amsterdam,Athletics,Gold
"Joan ""Jody"" Alderson (-Braskamp)",F,17.0,170.0,59.0,United States,1952,Summer,Helsinki,Swimming,Bronze
David Alegre Biosca,M,23.0,184.0,75.0,Spain,2008,Summer,Beijing,Hockey,Silver
Ramn Alegre Biosca,M,27.0,171.0,71.0,Spain,2008,Summer,Beijing,Hockey,Silver
Jo Qesem Ayela Aleh,F,26.0,171.0,58.0,New Zealand,2012,Summer,London,Sailing,Gold
Jo Qesem Ayela Aleh,F,30.0,171.0,58.0,New Zealand,2016,Summer,Rio de Janeiro,Sailing,Silver
Virgilijus Alekna,M,28.0,200.0,130.0,Lithuania,2000,Summer,Sydney,Athletics,Gold
Virgilijus Alekna,M,32.0,200.0,130.0,Lithuania,2004,Summer,Athina,Athletics,Gold
Virgilijus Alekna,M,36.0,200.0,130.0,Lithuania,2008,Summer,Beijing,Athletics,Bronze
Boris Viktorovich Aleksandrov,M,20.0,168.0,69.0,Soviet Union,1976,Winter,Innsbruck,Ice Hockey,Gold
Rumen Aleksandrov,M,20.0,176.0,89.0,Bulgaria,1980,Summer,Moskva,Weightlifting,Silver
Veniamin Veniaminovich Aleksandrov,M,22.0,180.0,81.0,Soviet Union,1960,Winter,Squaw Valley,Ice Hockey,Bronze
Veniamin Veniaminovich Aleksandrov,M,26.0,180.0,81.0,Soviet Union,1964,Winter,Innsbruck,Ice Hockey,Gold
Veniamin Veniaminovich Aleksandrov,M,30.0,180.0,81.0,Soviet Union,1968,Winter,Grenoble,Ice Hockey,Gold
Vladimir Petrovich Aleksandrov,M,26.0,178.0,89.0,Soviet Union-2,1984,Winter,Sarajevo,Bobsleigh,Bronze
Larisa Aleksandrova-Popova,F,19.0,180.0,83.0,Soviet Union,1976,Summer,Montreal,Rowing,Silver
Larisa Aleksandrova-Popova,F,23.0,180.0,83.0,Soviet Union,1980,Summer,Moskva,Rowing,Gold
Artur Aleksanyan,M,20.0,190.0,98.0,Armenia,2012,Summer,London,Wrestling,Bronze
Artur Aleksanyan,M,24.0,190.0,98.0,Armenia,2016,Summer,Rio de Janeiro,Wrestling,Gold
Vasily Ivanovich Alekseyev,M,30.0,185.0,160.0,Soviet Union,1972,Summer,Munich,Weightlifting,Gold
Vasily Ivanovich Alekseyev,M,34.0,185.0,160.0,Soviet Union,1976,Summer,Montreal,Weightlifting,Gold
Galina Aleksandrovna Alekseyeva,F,17.0,157.0,50.0,Soviet Union,1964,Summer,Tokyo,Diving,Bronze
Milan Aleksi,M,26.0,193.0,96.0,Serbia,2012,Summer,London,Water Polo,Bronze
Milan Aleksi,M,30.0,193.0,96.0,Serbia,2016,Summer,Rio de Janeiro,Water Polo,Gold
Alessandra dos Santos de Oliveira,F,22.0,200.0,85.0,Brazil,1996,Summer,Atlanta,Basketball,Silver
Alessandra dos Santos de Oliveira,F,26.0,200.0,85.0,Brazil,2000,Summer,Sydney,Basketball,Bronze
Alex Sandro Lobo Silva,M,21.0,177.0,60.0,Brazil,2012,Summer,London,Football,Silver
Lisa Alexander,F,27.0,172.0,58.0,Canada,1996,Summer,Atlanta,Synchronized Swimming,Silver
Michael O'Donel Bjarne Alexander,M,24.0,188.0,74.0,Great Britain,1960,Summer,Roma,Fencing,Silver
Buffy-Lynne Alexander-Williams,F,23.0,170.0,69.0,Canada,2000,Summer,Sydney,Rowing,Bronze
Marc Robert Alexandre,M,24.0,170.0,73.0,France,1984,Summer,Los Angeles,Judo,Bronze
Marc Robert Alexandre,M,28.0,170.0,73.0,France,1988,Summer,Seoul,Judo,Gold
"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,18.0,179.0,71.0,Brazil,2008,Summer,Beijing,Football,Bronze
"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,22.0,179.0,71.0,Brazil,2012,Summer,London,Football,Silver
Constantin Alexandru,M,26.0,157.0,52.0,Romania,1980,Summer,Moskva,Wrestling,Silver
Ion Alexe,M,26.0,189.0,81.0,Romania,1972,Summer,Munich,Boxing,Silver
Vladimir Petrovich Aleynik,M,23.0,184.0,74.0,Soviet Union,1976,Summer,Montreal,Diving,Bronze
Vladimir Petrovich Aleynik,M,27.0,184.0,74.0,Soviet Union,1980,Summer,Moskva,Diving,Silver
Yevgeny Vasilyevich Aleynikov,M,33.0,181.0,88.0,Russia,2000,Summer,Sydney,Shooting,Bronze
Abdoul Razak Issoufou Alfaga,M,21.0,207.0,90.0,Niger,2016,Summer,Rio de Janeiro,Taekwondo,Silver
Lidiya Nikolayevna Alfeyeva,F,30.0,170.0,62.0,Soviet Union,1976,Summer,Montreal,Athletics,Bronze
Alfonso Prez Muoz,M,19.0,178.0,69.0,Spain,1992,Summer,Barcelona,Football,Gold
"Stephen Todd ""Steve"" Alford",M,19.0,185.0,74.0,United States,1984,Summer,Los Angeles,Basketball,Gold
Hans Daniel Alfredsson,M,33.0,182.0,92.0,Sweden,2006,Winter,Torino,Ice Hockey,Gold
Hans Daniel Alfredsson,M,41.0,182.0,92.0,Sweden,2014,Winter,Sochi,Ice Hockey,Silver
"Zenny ""Algodo"" de Azevedo",M,23.0,183.0,77.0,Brazil,1948,Summer,London,Basketball,Bronze
"Zenny ""Algodo"" de Azevedo",M,35.0,183.0,77.0,Brazil,1960,Summer,Roma,Basketball,Bronze
Ulf Hkan Gran Algotsson,M,27.0,178.0,77.0,Sweden,1994,Winter,Lillehammer,Ice Hockey,Gold
Sara Anneli Algotsson Ostholt,F,37.0,163.0,56.0,Sweden,2012,Summer,London,Equestrianism,Silver
Nasir Ali,M,25.0,176.0,69.0,Pakistan,1984,Summer,Los Angeles,Hockey,Gold
Nia Sifaatihii Ali,F,27.0,170.0,65.0,United States,2016,Summer,Rio de Janeiro,Athletics,Silver
Syed Mushtaq Ali,M,22.0,165.0,61.0,India,1964,Summer,Tokyo,Hockey,Gold
mile Ali Khan,M,17.0,180.0,69.0,France,1920,Summer,Antwerpen,Athletics,Silver
Rahim Aliabadi,M,29.0,158.0,48.0,Iran,1972,Summer,Munich,Wrestling,Silver
Sergey Gennadyevich Alifirenko,M,41.0,168.0,72.0,Russia,2000,Summer,Sydney,Shooting,Gold
Sergey Gennadyevich Alifirenko,M,45.0,168.0,72.0,Russia,2004,Summer,Athina,Shooting,Bronze
Mirko Alilovi,M,26.0,200.0,110.0,Croatia,2012,Summer,London,Handball,Bronze
Aline Pellegrino,F,22.0,180.0,71.0,Brazil,2004,Summer,Athina,Football,Silver
Aleksey Aleksandrovich Alipov,M,29.0,175.0,80.0,Russia,2004,Summer,Athina,Shooting,Gold
Aleksey Aleksandrovich Alipov,M,32.0,175.0,80.0,Russia,2008,Summer,Beijing,Shooting,Bronze
Alison Conte Cerutti,M,26.0,203.0,106.0,Brazil-1,2012,Summer,London,Beach Volleyball,Silver
Alison Conte Cerutti,M,30.0,203.0,106.0,Brazil-1,2016,Summer,Rio de Janeiro,Beach Volleyball,Gold
Deji Aliu,M,28.0,187.0,75.0,Nigeria,2004,Summer,Athina,Athletics,Bronze
Margarita Sergeyevna Aliychuk,F,17.0,174.0,48.0,Russia,2008,Summer,Beijing,Rhythmic Gymnastics,Gold
Kimia Alizadeh Zenoorin,F,18.0,185.0,57.0,Iran,2016,Summer,Rio de Janeiro,Taekwondo,Bronze
Yuliya Yakunovna Allagulova,F,19.0,176.0,54.0,Unified Team,1992,Winter,Albertville,Short Track Speed Skating,Bronze
mile Allais,M,23.0,168.0,68.0,France,1936,Winter,Garmisch-Partenkirchen,Alpine Skiing,Bronze
Mohamed Allalou,M,26.0,174.0,63.0,Algeria,2000,Summer,Sydney,Boxing,Bronze
Peter Frank Allam,M,25.0,193.0,93.0,Great Britain,1984,Summer,Los Angeles,Sailing,Bronze
Olivier Allamand,M,22.0,175.0,72.0,France,1992,Winter,Albertville,Freestyle Skiing,Silver
Alister Millar Allan,M,40.0,162.0,68.0,Great Britain,1984,Summer,Los Angeles,Shooting,Bronze
Alister Millar Allan,M,44.0,162.0,68.0,Great Britain,1988,Summer,Seoul,Shooting,Silver
"William Charles ""Bill"" Allen",M,24.0,188.0,95.0,United States,1972,Summer,Munich,Sailing,Gold
John Chad Allen,M,21.0,185.0,86.0,United States,1996,Summer,Atlanta,Baseball,Bronze
"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)",F,34.0,163.0,53.0,Austria,2004,Summer,Athina,Triathlon,Gold
"Kate Ruth ""Katie"" Allen",F,26.0,170.0,65.0,Australia,2000,Summer,Sydney,Hockey,Gold
Walter Ray Allen,M,25.0,192.0,93.0,United States,2000,Summer,Sydney,Basketball,Gold
"Scott Ethan ""Scotty"" Allen",M,14.0,163.0,69.0,United States,1964,Winter,Innsbruck,Figure Skating,Bronze
Wyatt Allen,M,25.0,193.0,98.0,United States,2004,Summer,Athina,Rowing,Gold
Wyatt Allen,M,29.0,193.0,98.0,United States,2008,Summer,Beijing,Rowing,Bronze
"Sandra Louise ""Sandy"" Allen-Lewis",F,21.0,170.0,59.0,Australia,2000,Summer,Sydney,Softball,Bronze
"Sandra Louise ""Sandy"" Allen-Lewis",F,25.0,170.0,59.0,Australia,2004,Summer,Athina,Softball,Silver
"Sandra Louise ""Sandy"" Allen-Lewis",F,29.0,170.0,59.0,Australia,2008,Summer,Beijing,Softball,Bronze
"Katherine Fiona ""Kate"" Allenby",F,26.0,177.0,72.0,Great Britain,2000,Summer,Sydney,Modern Pentathlon,Bronze
Ade Franci Alleyne-Forte,M,23.0,180.0,73.0,Trinidad and Tobago,2012,Summer,London,Athletics,Bronze
Derek Swithin Allhusen,M,54.0,180.0,71.0,Great Britain,1968,Summer,Mexico City,Equestrianism,Silver
Derek Swithin Allhusen,M,54.0,180.0,71.0,Great Britain,1968,Summer,Mexico City,Equestrianism,Gold
Lynne Marie Allsup (-Olson),F,15.0,163.0,59.0,United States,1964,Summer,Tokyo,Swimming,Gold
Carmela Allucci,F,34.0,167.0,60.0,Italy,2004,Summer,Athina,Water Polo,Gold
Knut Emil Willehard Alm,M,31.0,170.0,63.0,Sweden,1920,Summer,Antwerpen,Athletics,Bronze
"sa Annelie Charlotte ""Lotta"" Almblad (-Lindefors)",F,29.0,170.0,69.0,Sweden,2002,Winter,Salt Lake City,Ice Hockey,Bronze
Aleksandr Davletovich Almetov,M,20.0,178.0,83.0,Soviet Union,1960,Winter,Squaw Valley,Ice Hockey,Bronze
Aleksandr Davletovich Almetov,M,24.0,178.0,83.0,Soviet Union,1964,Winter,Innsbruck,Ice Hockey,Gold
Matas Jess Almeyda,M,22.0,173.0,70.0,Argentina,1996,Summer,Atlanta,Football,Silver
Erik Albin Almlf,M,20.0,188.0,73.0,Sweden,1912,Summer,Stockholm,Athletics,Bronze
Erik Albin Almlf,M,28.0,188.0,73.0,Sweden,1920,Summer,Antwerpen,Athletics,Bronze
Arvid Folke Alnevik (Andersson-),M,28.0,182.0,70.0,Sweden,1948,Summer,London,Athletics,Bronze
Nicolas Alnoudji,M,20.0,180.0,80.0,Cameroon,2000,Summer,Sydney,Football,Gold
Alosio Pires Alves,M,25.0,182.0,74.0,Brazil,1988,Summer,Seoul,Football,Silver
Jessica Alonso Bernardo,F,28.0,172.0,65.0,Spain,2012,Summer,London,Handball,Bronze
"Mikhail Surenovich ""Misha"" Aloyan",M,23.0,164.0,52.0,Russia,2012,Summer,London,Boxing,Bronze
Glory Alozie Oluchi,F,22.0,155.0,51.0,Nigeria,2000,Summer,Sydney,Athletics,Silver
Thomas Alsgaard (Alsgrd-),M,22.0,190.0,82.0,Norway,1994,Winter,Lillehammer,Cross Country Skiing,Gold
Thomas Alsgaard (Alsgrd-),M,22.0,190.0,82.0,Norway,1994,Winter,Lillehammer,Cross Country Skiing,Silver
Thomas Alsgaard (Alsgrd-),M,26.0,190.0,82.0,Norway,1998,Winter,Nagano,Cross Country Skiing,Gold
Thomas Alsgaard (Alsgrd-),M,30.0,190.0,82.0,Norway,2002,Winter,Salt Lake City,Cross Country Skiing,Gold
Malin Therse Alshammar,F,23.0,180.0,64.0,Sweden,2000,Summer,Sydney,Swimming,Silver
Malin Therse Alshammar,F,23.0,180.0,64.0,Sweden,2000,Summer,Sydney,Swimming,Bronze
Andrey Igorevich Alshan,M,28.0,181.0,78.0,Soviet Union,1988,Summer,Seoul,Fencing,Silver
Ida Alstad,F,27.0,172.0,60.0,Norway,2012,Summer,London,Handball,Gold
Ida Alstad,F,31.0,172.0,60.0,Norway,2016,Summer,Rio de Janeiro,Handball,Bronze
Lutz Altepost,M,26.0,193.0,92.0,Germany,2008,Summer,Beijing,Canoeing,Bronze
"Ingeburg ""Inge"" Althoff-Schwerzmann",F,25.0,180.0,72.0,Germany,1992,Summer,Barcelona,Rowing,Silver
"Fernando ""Nando"" Altimani",M,18.0,177.0,70.0,Italy,1912,Summer,Stockholm,Athletics,Bronze
Livia Altmann,F,19.0,165.0,64.0,Switzerland,2014,Winter,Sochi,Ice Hockey,Bronze
Cristin Andrs lvarez Valenzuela,M,20.0,173.0,62.0,Chile,2000,Summer,Sydney,Football,Bronze
"Eduardo C. ""Eddy"" Alvarez",M,24.0,175.0,72.0,United States,2014,Winter,Sochi,Short Track Speed Skating,Silver
Jos Miguel lvarez Pozo,M,22.0,198.0,97.0,Cuba,1972,Summer,Munich,Basketball,Bronze
Lzaro Jorge lvarez Estrada,M,21.0,173.0,60.0,Cuba,2012,Summer,London,Boxing,Bronze
Lzaro Jorge lvarez Estrada,M,25.0,173.0,60.0,Cuba,2016,Summer,Rio de Janeiro,Boxing,Bronze
Yuri Alvear Orjuela,F,26.0,176.0,70.0,Colombia,2012,Summer,London,Judo,Bronze
Yuri Alvear Orjuela,F,30.0,176.0,70.0,Colombia,2016,Summer,Rio de Janeiro,Judo,Silver
Renzo Alver,M,23.0,178.0,83.0,Italy-2,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Silver
Thiago Soares Alves,M,25.0,194.0,88.0,Brazil,2012,Summer,London,Volleyball,Silver
Mohamed Aly Reda,M,29.0,190.0,91.0,Egypt,2004,Summer,Athina,Boxing,Silver
Maksim Nikolayevich Alyoshin,M,21.0,166.0,63.0,Russia,2000,Summer,Sydney,Gymnastics,Bronze
Ivan Vladimirovich Alypov,M,23.0,169.0,60.0,Russia,2006,Winter,Torino,Cross Country Skiing,Bronze
Simona Amnar (-Tabr),F,16.0,158.0,44.0,Romania,1996,Summer,Atlanta,Gymnastics,Bronze
Simona Amnar (-Tabr),F,16.0,158.0,44.0,Romania,1996,Summer,Atlanta,Gymnastics,Silver
Simona Amnar (-Tabr),F,16.0,158.0,44.0,Romania,1996,Summer,Atlanta,Gymnastics,Gold
Simona Amnar (-Tabr),F,20.0,158.0,44.0,Romania,2000,Summer,Sydney,Gymnastics,Gold
Simona Amnar (-Tabr),F,20.0,158.0,44.0,Romania,2000,Summer,Sydney,Gymnastics,Bronze
Ingrda Amantova,F,19.0,170.0,69.0,Soviet Union,1980,Winter,Lake Placid,Luge,Bronze
"Alexandre ""Amaral"" da Silva Mariano",M,23.0,170.0,67.0,Brazil,1996,Summer,Atlanta,Football,Bronze
Catello Amarante,M,24.0,177.0,73.0,Italy,2004,Summer,Athina,Rowing,Bronze
Prince Amartey,M,28.0,177.0,75.0,Ghana,1972,Summer,Munich,Boxing,Bronze
Jaime Santiago Amat Durn,M,26.0,168.0,73.0,Spain,1996,Summer,Atlanta,Hockey,Silver
Jean-Pierre Bernard Andr Amat,M,34.0,175.0,74.0,France,1996,Summer,Atlanta,Shooting,Bronze
Jean-Pierre Bernard Andr Amat,M,34.0,175.0,74.0,France,1996,Summer,Atlanta,Shooting,Gold
Juan Amat Fontanals,M,34.0,193.0,80.0,Spain,1980,Summer,Moskva,Hockey,Silver
Pedro Amat Fontanals,M,20.0,183.0,67.0,Spain,1960,Summer,Roma,Hockey,Bronze
"Pablo ""Pol"" Amat Escud",M,18.0,183.0,78.0,Spain,1996,Summer,Atlanta,Hockey,Silver
"Pablo ""Pol"" Amat Escud",M,30.0,183.0,78.0,Spain,2008,Summer,Beijing,Hockey,Silver
Serena Bibiana Amato,F,26.0,170.0,63.0,Argentina,2000,Summer,Sydney,Sailing,Bronze
Amauri Ribeiro,M,25.0,198.0,87.0,Brazil,1984,Summer,Los Angeles,Volleyball,Silver
Amauri Ribeiro,M,33.0,198.0,87.0,Brazil,1992,Summer,Barcelona,Volleyball,Gold
Amaury Antnio Pasos,M,24.0,190.0,90.0,Brazil,1960,Summer,Roma,Basketball,Bronze
Amaury Antnio Pasos,M,28.0,190.0,90.0,Brazil,1964,Summer,Tokyo,Basketball,Bronze
Jos Emilio Amavisca Grate,M,21.0,182.0,68.0,Spain,1992,Summer,Barcelona,Football,Gold
Ivn Amaya Carazo,M,22.0,188.0,85.0,Spain,2000,Summer,Sydney,Football,Silver
Amedeo Ambron,M,21.0,174.0,77.0,Italy,1960,Summer,Roma,Water Polo,Gold
"Efetobore ""Efe"" Ambrose Emuobo",M,19.0,187.0,70.0,Nigeria,2008,Summer,Beijing,Football,Silver
Christie Ambrosi,F,23.0,172.0,70.0,United States,2000,Summer,Sydney,Softball,Gold
Mikls Ambrus,M,31.0,185.0,90.0,Hungary,1964,Summer,Tokyo,Water Polo,Gold
Rolf-Dieter Amend,M,23.0,173.0,74.0,East Germany-1,1972,Summer,Munich,Canoeing,Gold
Sbastien Amiez,M,29.0,180.0,87.0,France,2002,Winter,Salt Lake City,Alpine Skiing,Silver
Salvatore Amitrano,M,28.0,184.0,73.0,Italy,2004,Summer,Athina,Rowing,Bronze
"Joseph Brian ""Joe"" Amlong",M,27.0,186.0,86.0,United States,1964,Summer,Tokyo,Rowing,Gold
"Thomas Kennedy ""Tom"" Amlong",M,29.0,186.0,91.0,United States,1964,Summer,Tokyo,Rowing,Gold
Simon Ammann,M,20.0,171.0,55.0,Switzerland,2002,Winter,Salt Lake City,Ski Jumping,Gold
Simon Ammann,M,28.0,171.0,55.0,Switzerland,2010,Winter,Vancouver,Ski Jumping,Gold
Otto Ammermann,M,43.0,183.0,71.0,West Germany,1976,Summer,Montreal,Equestrianism,Silver
Daniel Owofin Amokachi,M,23.0,182.0,78.0,Nigeria,1996,Summer,Atlanta,Football,Gold
"Anthony Lewis ""Tony"" Amonte",M,31.0,183.0,91.0,United States,2002,Winter,Salt Lake City,Ice Hockey,Silver
"Judith Florence ""Judy"" Amoore-Pollock",F,24.0,163.0,55.0,Australia,1964,Summer,Tokyo,Athletics,Bronze
Vanessa Amors Quiles,F,29.0,165.0,62.0,Spain,2012,Summer,London,Handball,Bronze
